timestamp,rainfall_bhagirathi_tekhla_mm,rainfall_bhilangna_mm,rainfall_lateral_intermediate_mm,rainfall_source
2024-06-01 13:00:00+00:00,0.009,0.009,0.003,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-01 14:00:00+00:00,0.003,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-01 15:00:00+00:00,0.001,0.009,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-01 16:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-01 17:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-01 18:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-01 19:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-01 20:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-01 21:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-01 22:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-01 23:00:00+00:00,0.001,0.004,0.001,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 00:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 01:00:00+00:00,0.012,0.504,1.314,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 02:00:00+00:00,0.013,0.079,0.019,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 03:00:00+00:00,0.034,0.05,0.001,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 04:00:00+00:00,0.086,0.116,0.015,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 05:00:00+00:00,0.127,0.15,0.008,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 06:00:00+00:00,0.158,0.141,0.034,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 07:00:00+00:00,0.179,0.217,0.107,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 08:00:00+00:00,0.137,0.211,0.165,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 09:00:00+00:00,0.161,0.315,0.046,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 10:00:00+00:00,0.046,0.095,0.01,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 11:00:00+00:00,0.013,0.039,0.014,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 12:00:00+00:00,0.018,0.064,0.002,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 13:00:00+00:00,0.008,0.011,0.001,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 14:00:00+00:00,0.002,0.004,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 15:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 16:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 17:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 18:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 19:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 20:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 21:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 22:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-02 23:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 00:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 01:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 02:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 03:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 04:00:00+00:00,0.03,0.009,0.023,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 05:00:00+00:00,0.079,0.023,0.001,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 06:00:00+00:00,0.061,0.057,0.003,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 07:00:00+00:00,0.087,0.071,0.005,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 08:00:00+00:00,0.145,0.4,0.011,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 09:00:00+00:00,0.186,0.104,0.033,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 10:00:00+00:00,0.309,0.603,0.234,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 11:00:00+00:00,0.272,0.106,0.04,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 12:00:00+00:00,0.099,0.018,0.327,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 13:00:00+00:00,0.064,0.144,0.27,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 14:00:00+00:00,0.01,0.045,0.097,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 15:00:00+00:00,0.003,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 16:00:00+00:00,0.001,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 17:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 18:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 19:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 20:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 21:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 22:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-03 23:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 00:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 01:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 02:00:00+00:00,0.0,0.014,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 03:00:00+00:00,0.009,0.116,0.001,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 04:00:00+00:00,0.028,0.076,0.041,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 05:00:00+00:00,0.043,0.104,0.017,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 06:00:00+00:00,0.203,0.224,0.032,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 07:00:00+00:00,0.215,0.289,0.018,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 08:00:00+00:00,0.286,0.229,0.024,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 09:00:00+00:00,0.609,0.393,0.115,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 10:00:00+00:00,0.331,0.912,0.116,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 11:00:00+00:00,0.213,0.077,0.022,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 12:00:00+00:00,0.187,0.096,0.016,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 13:00:00+00:00,0.064,0.017,0.002,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 14:00:00+00:00,0.009,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 15:00:00+00:00,0.008,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 16:00:00+00:00,0.003,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 17:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 18:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 19:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 20:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 21:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 22:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-04 23:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-05 00:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-05 01:00:00+00:00,0.0,0.0,0.019,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-05 02:00:00+00:00,0.0,0.0,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-05 03:00:00+00:00,0.005,0.005,0.0,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-05 04:00:00+00:00,0.052,0.172,0.162,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-05 05:00:00+00:00,0.104,0.366,0.086,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-05 06:00:00+00:00,0.112,0.027,0.003,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-05 07:00:00+00:00,0.117,0.157,0.003,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-05 08:00:00+00:00,0.162,0.163,0.016,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-05 09:00:00+00:00,0.3,0.322,0.07,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-05 10:00:00+00:00,0.263,0.185,0.107,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-05 11:00:00+00:00,0.32,0.165,0.06,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-05 12:00:00+00:00,0.179,0.04,0.032,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-05 13:00:00+00:00,0.392,0.225,1.022,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
2024-06-05 14:00:00+00:00,0.301,0.134,0.069,ERA5-LAND HOURLY PRECIPITATION SAMPLED AT NEAREST MODEL-GRID LOCATIONS VIA OPEN-METEO AND SPATIALLY WEIGHTED OVER THE TEHRI CATCHMENT.
